compliance_id,propertyid,compliance_type,last_inspection_date,next_due_date,days_until_due,status,risk_level,responsible_person,regulatory_body,certificate_reference,notes,remedial_actions_required,property_type,is_higher_risk,property_age_years,blockid,estateid,patchid
2281,227,Lift Inspection,2025-02-01,2025-07-31,94,Compliant,Low,Caroline Green,Regulator of Social Housing,LIF-FP063Uw-2025,,,Flat,False,35.0,20.0,,5.0
2282,227,Emergency Lighting Test,2024-06-16,2025-06-11,44,Compliant,Low,Mrs Hayley Stanley,Fire and Rescue Authority,EME-Fp970PW-2024,,,Flat,False,35.0,20.0,,5.0
2283,227,Fire Alarm System Test,2025-04-23,2025-10-20,175,Compliant,Low,Katy Brown,Fire and Rescue Authority,FIR-ud442nj-2025,,,Flat,False,35.0,20.0,,5.0
2284,227,Fire Extinguisher Inspection,2024-10-14,2025-10-09,164,Compliant,Critical,Emily Coleman,Housing Ombudsman,FIR-ev112ho-2024,All systems functioning correctly.,,Flat,False,35.0,20.0,,5.0
2285,227,Smoke/Heat Detector Test,2024-12-11,2025-12-06,222,Compliant,High,Brandon Morris,Health and Safety Executive,SMO-NU513UL-2024,Minor recommendations noted for future reference.,,Flat,False,35.0,20.0,,5.0
2286,227,Water Risk Assessment,2024-11-10,2026-10-31,551,Compliant,Medium,Allan Middleton,Local Authority Building Control,WAT-Qc541Xi-2024,,,Flat,False,35.0,20.0,,5.0
2287,228,Gas Safety Certificate,2024-06-25,2025-06-20,53,Compliant,Medium,Martin Russell-Ford,Building Safety Regulator,GAS-ym878py-2024,,,House,False,35.0,22.0,,6.0
2288,228,Electrical Installation Condition Report,2021-04-30,2026-04-04,341,Compliant,Low,Ms Jade Roberts,Local Authority Building Control,ELE-Uq026aZ-2021,,,House,False,35.0,22.0,,6.0
2289,228,Asbestos Survey,2024-04-04,2026-03-25,331,Due Soon,Medium,Jeremy Brookes,Local Authority Building Control,ASB-es393GE-2024,,,House,False,35.0,22.0,,6.0
2290,228,Legionella Risk Assessment,2024-06-03,2026-05-24,391,Compliant,Medium,Terence Nelson,Building Safety Regulator,LEG-hs844Uq-2024,,,House,False,35.0,22.0,,6.0
2291,228,Emergency Lighting Test,2024-05-03,2025-04-28,0,Due Soon,Low,Jane Fletcher-Fraser,Regulator of Social Housing,EME-UK790RA-2024,Follow-up required before expiry.,Review previous inspection reports for recurring issues.,House,False,35.0,22.0,,6.0
2292,228,Fire Alarm System Test,2025-02-13,2025-08-12,106,Compliant,Low,Marcus Howard,Building Safety Regulator,FIR-iO642Oo-2025,,,House,False,35.0,22.0,,6.0
2293,228,Fire Extinguisher Inspection,2024-07-14,2025-07-09,72,Compliant,Low,Ms Irene Davies,Regulator of Social Housing,FIR-nw527kU-2024,No issues found.,,House,False,35.0,22.0,,6.0
2294,228,Smoke/Heat Detector Test,2024-10-15,2025-10-10,165,Compliant,Low,Aimee Hart,Building Safety Regulator,SMO-HW931jn-2024,,,House,False,35.0,22.0,,6.0
2295,228,Water Risk Assessment,2024-09-06,2026-08-27,486,Compliant,Low,Adrian Baldwin,Fire and Rescue Authority,WAT-VJ287ky-2024,,,House,False,35.0,22.0,,6.0
2296,229,Fire Risk Assessment,2024-06-02,2025-05-28,30,Compliant,High,Jeremy Donnelly,Housing Ombudsman,FIR-wM917jo-2024,,,Flat,False,35.0,19.0,,1.0
2297,229,Gas Safety Certificate,2024-10-24,2025-10-19,174,Compliant,Critical,Dawn Hussain-Wilson,Regulator of Social Housing,GAS-Jp738uB-2024,,,Flat,False,35.0,19.0,,1.0
2298,229,Electrical Installation Condition Report,2025-01-16,2029-12-21,1698,Compliant,Medium,Dr Leonard Bryan,Housing Ombudsman,ELE-Tb843Si-2025,,,Flat,False,35.0,19.0,,1.0
2299,229,Asbestos Survey,2024-02-07,2026-01-27,274,Compliant,Low,Gail Jones,Local Authority Building Control,ASB-CV878aq-2024,,,Flat,False,35.0,19.0,,1.0
2300,229,Legionella Risk Assessment,2024-09-03,2026-08-24,483,Compliant,Medium,Malcolm Chadwick,Housing Ombudsman,LEG-xy649GU-2024,All systems functioning correctly.,,Flat,False,35.0,19.0,,1.0
2301,229,Lift Inspection,2025-01-10,2025-07-09,72,Compliant,Medium,Gerard Smith,Local Authority Building Control,LIF-VO640tK-2025,All systems functioning correctly.,,Flat,False,35.0,19.0,,1.0
2302,229,Emergency Lighting Test,2025-03-08,2026-03-03,309,Compliant,Low,Samuel Rowe,Local Authority Building Control,EME-kK066JI-2025,,,Flat,False,35.0,19.0,,1.0
2303,229,Fire Alarm System Test,2025-01-24,2025-07-23,86,Compliant,Medium,Jack Williams,Local Authority Building Control,FIR-LV635RW-2025,,,Flat,False,35.0,19.0,,1.0
2304,229,Fire Extinguisher Inspection,2024-11-13,2025-11-08,194,Compliant,High,Denise Smith-Johnston,Fire and Rescue Authority,FIR-uN238UV-2024,,,Flat,False,35.0,19.0,,1.0
2305,229,Water Risk Assessment,2024-12-11,2026-12-01,582,Compliant,Low,Mrs Josephine Dixon,Local Authority Building Control,WAT-nI083IS-2024,,,Flat,False,35.0,19.0,,1.0
2306,230,Fire Risk Assessment,2024-12-07,2025-12-02,218,Compliant,Low,Dr Phillip Barnett,Building Safety Regulator,FIR-bD283Rb-2024,No issues found.,,Flat,False,35.0,22.0,,5.0
2307,230,Gas Safety Certificate,2024-06-22,2025-06-17,50,Compliant,Low,Mrs Heather Taylor,Health and Safety Executive,GAS-Dj724Tv-2024,,,Flat,False,35.0,22.0,,5.0
2308,230,Electrical Installation Condition Report,2022-05-11,2027-04-15,717,Compliant,Low,Shaun O'Sullivan,Regulator of Social Housing,ELE-sm044DM-2022,,,Flat,False,35.0,22.0,,5.0
2309,230,Asbestos Survey,2024-08-03,2026-07-24,452,Compliant,High,Mr Russell Brown,Regulator of Social Housing,ASB-vd295jW-2024,,,Flat,False,35.0,22.0,,5.0
2310,230,Legionella Risk Assessment,2024-03-10,2026-02-28,306,Compliant,Medium,Angela Woodward,Housing Ombudsman,LEG-ZA475ic-2024,,,Flat,False,35.0,22.0,,5.0
2311,230,Lift Inspection,2025-03-27,2025-09-23,148,Compliant,High,Dr Alan Lee,Local Authority Building Control,LIF-fT551fM-2025,Routine inspection completed successfully.,,Flat,False,35.0,22.0,,5.0
2312,230,Emergency Lighting Test,2024-09-29,2025-09-24,149,Compliant,Low,Mr Stephen Martin,Fire and Rescue Authority,EME-Eh240mi-2024,,,Flat,False,35.0,22.0,,5.0
2313,230,Fire Alarm System Test,2025-04-24,2025-10-21,176,Compliant,Low,Matthew Young,Regulator of Social Housing,FIR-Nf043Us-2025,,,Flat,False,35.0,22.0,,5.0
2314,230,Fire Extinguisher Inspection,2025-02-16,2026-02-11,289,Compliant,Medium,Francesca Shah,Fire and Rescue Authority,FIR-Ki002OC-2025,,,Flat,False,35.0,22.0,,5.0
2315,230,Smoke/Heat Detector Test,2024-09-16,2025-09-11,136,Compliant,Critical,Louise Davies,Building Safety Regulator,SMO-jT027zT-2024,,,Flat,False,35.0,22.0,,5.0
2316,230,Water Risk Assessment,2024-09-03,2026-08-24,483,Critical Overdue,High,Ryan Miles,Local Authority Building Control,WAT-dM801Ul-2024,Legal compliance team notified of breach.,Notify tenants of upcoming mandatory access requirements.,Flat,False,35.0,22.0,,5.0
2317,231,Fire Risk Assessment,2025-04-01,2026-03-27,333,Compliant,Low,Dr Timothy Lee,Building Safety Regulator,FIR-dj693qz-2025,,,Flat,False,35.0,22.0,,6.0
2318,231,Gas Safety Certificate,2024-11-29,2025-11-24,210,Compliant,Low,Declan Anderson,Housing Ombudsman,GAS-rc875nW-2024,,,Flat,False,35.0,22.0,,6.0
2319,231,Asbestos Survey,2025-03-25,2027-03-15,686,Compliant,High,Rebecca Baxter,Local Authority Building Control,ASB-Ph015Id-2025,,,Flat,False,35.0,22.0,,6.0
2320,231,Legionella Risk Assessment,2025-01-15,2027-01-05,617,Due Soon,Low,Stuart Roberts,Fire and Rescue Authority,LEG-UO326Ug-2025,Renewal process initiated.,Implement temporary safety measures until full compliance achieved.,Flat,False,35.0,22.0,,6.0
2321,231,Lift Inspection,2025-02-02,2025-08-01,95,Compliant,Medium,Graeme Perkins-Davison,Building Safety Regulator,LIF-VY464dG-2025,,,Flat,False,35.0,22.0,,6.0
2322,231,Emergency Lighting Test,2024-08-07,2025-08-02,96,Compliant,Low,Andrew Martin-Walton,Building Safety Regulator,EME-XJ449uo-2024,,,Flat,False,35.0,22.0,,6.0
2323,231,Fire Alarm System Test,2024-11-09,2025-05-08,10,Due Soon,Medium,Sally Fletcher,Regulator of Social Housing,FIR-jL966qC-2024,,,Flat,False,35.0,22.0,,6.0
2324,231,Fire Extinguisher Inspection,2024-10-17,2025-10-12,167,Compliant,Low,Bradley Miller,Regulator of Social Housing,FIR-vP836Vu-2024,,,Flat,False,35.0,22.0,,6.0
2325,231,Smoke/Heat Detector Test,2025-02-15,2026-02-10,288,Compliant,Low,Miss Yvonne Jennings,Local Authority Building Control,SMO-Jp237pP-2025,Minor recommendations noted for future reference.,,Flat,False,35.0,22.0,,6.0
2326,231,Water Risk Assessment,2025-03-14,2027-03-04,675,Compliant,Low,Joanne Cole,Local Authority Building Control,WAT-eq507CM-2025,Fully compliant with current regulations.,,Flat,False,35.0,22.0,,6.0
2327,232,Fire Risk Assessment,2025-02-10,2026-02-05,283,Compliant,High,Bryan Evans,Housing Ombudsman,FIR-Sh050Po-2025,,,Flat,False,35.0,21.0,,4.0
2328,232,Gas Safety Certificate,2025-03-26,2026-03-21,327,Compliant,Low,Patrick Atkinson,Regulator of Social Housing,GAS-do469ey-2025,,,Flat,False,35.0,21.0,,4.0
2329,232,Electrical Installation Condition Report,2024-05-24,2029-04-28,1461,Compliant,Medium,Howard Brown,Building Safety Regulator,ELE-kF548ub-2024,Minor recommendations noted for future reference.,,Flat,False,35.0,21.0,,4.0
2330,232,Asbestos Survey,2024-04-12,2026-04-02,339,Compliant,Low,Dr Glen Whitehead,Fire and Rescue Authority,ASB-ZY725yF-2024,,,Flat,False,35.0,21.0,,4.0
2331,232,Legionella Risk Assessment,2024-11-10,2026-10-31,551,Compliant,Critical,Linda Lamb,Fire and Rescue Authority,LEG-tW966iG-2024,,,Flat,False,35.0,21.0,,4.0
2332,232,Lift Inspection,2024-11-29,2025-05-28,30,Compliant,High,Mr Lawrence Barnes,Fire and Rescue Authority,LIF-IT331dH-2024,,,Flat,False,35.0,21.0,,4.0
2333,232,Emergency Lighting Test,2025-04-17,2026-04-12,349,Compliant,Low,Sharon Robinson,Fire and Rescue Authority,EME-ej266ba-2025,,,Flat,False,35.0,21.0,,4.0
2334,232,Fire Alarm System Test,2025-01-15,2025-07-14,77,Compliant,Medium,Dr Mohamed Atkinson,Fire and Rescue Authority,FIR-WM058AX-2025,All systems functioning correctly.,,Flat,False,35.0,21.0,,4.0
2335,232,Fire Extinguisher Inspection,2025-01-06,2026-01-01,248,Compliant,High,Thomas Wilson,Local Authority Building Control,FIR-fV812el-2025,,,Flat,False,35.0,21.0,,4.0
2336,232,Smoke/Heat Detector Test,2024-07-25,2025-07-20,83,Compliant,Low,Alan Kent,Building Safety Regulator,SMO-wY266Vh-2024,,,Flat,False,35.0,21.0,,4.0
2337,232,Water Risk Assessment,2025-02-04,2027-01-25,637,Compliant,Low,Tracey Atkinson,Housing Ombudsman,WAT-sP936py-2025,,,Flat,False,35.0,21.0,,4.0
2338,233,Fire Risk Assessment,2024-11-19,2025-11-14,200,Compliant,Low,Mrs Sally Ingram,Health and Safety Executive,FIR-WJ988Ro-2024,,,House,False,35.0,20.0,,4.0
2339,233,Gas Safety Certificate,2024-08-29,2025-08-24,118,Compliant,Low,Kimberley Ali,Fire and Rescue Authority,GAS-Vp919gs-2024,,,House,False,35.0,20.0,,4.0
2340,233,Electrical Installation Condition Report,2020-05-24,2025-04-28,0,Due Soon,Low,Mr Anthony Smith,Building Safety Regulator,ELE-Wr851RJ-2020,Follow-up required before expiry.,,House,False,35.0,20.0,,4.0
2341,233,Asbestos Survey,2024-11-11,2026-11-01,552,Compliant,Low,Frank Carter,Housing Ombudsman,ASB-Ka897Jf-2024,,,House,False,35.0,20.0,,4.0
2342,233,Legionella Risk Assessment,2025-02-03,2027-01-24,636,Due Soon,Low,Fiona Brown,Local Authority Building Control,LEG-SI106rl-2025,Follow-up required before expiry.,,House,False,35.0,20.0,,4.0
2343,233,Emergency Lighting Test,2024-05-06,2025-05-01,3,Due Soon,High,Kevin Lewis-Ryan,Health and Safety Executive,EME-ZY710YN-2024,Inspection scheduled for next month.,Review previous inspection reports for recurring issues.,House,False,35.0,20.0,,4.0
2344,233,Fire Alarm System Test,2024-11-04,2025-05-03,5,Due Soon,Low,Mr Damian Green,Regulator of Social Housing,FIR-bT055kR-2024,Renewal process initiated.,Contact approved contractor for assessment.,House,False,35.0,20.0,,4.0
2345,233,Fire Extinguisher Inspection,2025-04-09,2026-04-04,341,Compliant,Low,Steven Russell,Health and Safety Executive,FIR-gz329ww-2025,,,House,False,35.0,20.0,,4.0
2346,233,Smoke/Heat Detector Test,2025-01-20,2026-01-15,262,Compliant,High,Colin White,Building Safety Regulator,SMO-Te087cf-2025,,,House,False,35.0,20.0,,4.0
2347,233,Water Risk Assessment,2024-07-04,2026-06-24,422,Compliant,Low,Terry Porter,Housing Ombudsman,WAT-gd749OF-2024,Fully compliant with current regulations.,,House,False,35.0,20.0,,4.0
2348,234,Fire Risk Assessment,2024-06-22,2025-06-17,50,Compliant,Low,Dr Katherine Adams,Local Authority Building Control,FIR-oO979qy-2024,,,Flat,False,35.0,20.0,,4.0
2349,234,Gas Safety Certificate,2024-06-22,2025-06-17,50,Compliant,Low,Dr Ryan Lord,Fire and Rescue Authority,GAS-nR244Xf-2024,Routine inspection completed successfully.,,Flat,False,35.0,20.0,,4.0
2350,234,Electrical Installation Condition Report,2020-10-12,2025-09-16,141,Compliant,Medium,Miss Jemma Moore,Housing Ombudsman,ELE-cP078Kg-2020,,,Flat,False,35.0,20.0,,4.0
2351,234,Asbestos Survey,2024-09-26,2026-09-16,506,Compliant,High,Derek Winter,Local Authority Building Control,ASB-sO506BC-2024,,,Flat,False,35.0,20.0,,4.0
2352,234,Legionella Risk Assessment,2024-09-25,2026-09-15,505,Compliant,Medium,Miss Holly Evans,Local Authority Building Control,LEG-QA249yg-2024,,,Flat,False,35.0,20.0,,4.0
2353,234,Emergency Lighting Test,2025-02-12,2026-02-07,285,Compliant,High,Peter Nixon,Local Authority Building Control,EME-nr525aQ-2025,,,Flat,False,35.0,20.0,,4.0
2354,234,Fire Alarm System Test,2025-02-06,2025-08-05,99,Compliant,Low,Mr Sam Payne,Regulator of Social Housing,FIR-sL191Io-2025,,,Flat,False,35.0,20.0,,4.0
2355,234,Fire Extinguisher Inspection,2024-05-21,2025-05-16,18,Due Soon,Critical,Eileen Smith,Housing Ombudsman,FIR-Ym236WR-2024,,,Flat,False,35.0,20.0,,4.0
2356,234,Smoke/Heat Detector Test,2024-05-28,2025-05-23,25,Compliant,High,Miss Sharon Harrison,Local Authority Building Control,SMO-sg885Cf-2024,,,Flat,False,35.0,20.0,,4.0
2357,235,Fire Risk Assessment,2024-10-11,2025-10-06,161,Compliant,High,Dr Pauline Green,Regulator of Social Housing,FIR-Oc359oV-2024,,,Flat,False,35.0,20.0,,4.0
2358,235,Gas Safety Certificate,2024-09-10,2025-09-05,130,Compliant,High,Sharon Jennings,Regulator of Social Housing,GAS-IF441ZQ-2024,,,Flat,False,35.0,20.0,,4.0
2359,235,Electrical Installation Condition Report,2024-07-12,2029-06-16,1510,Compliant,Critical,Antony Kent,Local Authority Building Control,ELE-ph197gZ-2024,All systems functioning correctly.,,Flat,False,35.0,20.0,,4.0
2360,235,Asbestos Survey,2023-12-17,2025-12-06,222,Compliant,Medium,Stanley Hurst,Fire and Rescue Authority,ASB-Vr653ED-2023,All systems functioning correctly.,,Flat,False,35.0,20.0,,4.0
2361,235,Legionella Risk Assessment,2024-07-18,2026-07-08,436,Compliant,Medium,Dr Anthony Elliott,Regulator of Social Housing,LEG-Pw430Vg-2024,No issues found.,,Flat,False,35.0,20.0,,4.0
2362,235,Lift Inspection,2025-01-31,2025-07-30,93,Compliant,Medium,Charles Smith-Morrison,Fire and Rescue Authority,LIF-DI868bc-2025,,,Flat,False,35.0,20.0,,4.0
2363,235,Emergency Lighting Test,2024-08-15,2025-08-10,104,Compliant,High,Lindsey Dodd-Jones,Local Authority Building Control,EME-hs273sS-2024,,,Flat,False,35.0,20.0,,4.0
2364,235,Fire Alarm System Test,2024-12-20,2025-06-18,51,Compliant,High,Hugh Williams,Building Safety Regulator,FIR-xh396HN-2024,,,Flat,False,35.0,20.0,,4.0
2365,235,Fire Extinguisher Inspection,2024-06-19,2025-06-14,47,Due Soon,Medium,Mrs Nicole Thompson,Regulator of Social Housing,FIR-mz203Bs-2024,,,Flat,False,35.0,20.0,,4.0
2366,235,Smoke/Heat Detector Test,2024-07-27,2025-07-22,85,Compliant,Medium,Craig Thomas,Building Safety Regulator,SMO-kE025VB-2024,Routine inspection completed successfully.,,Flat,False,35.0,20.0,,4.0
2367,236,Fire Risk Assessment,2025-03-27,2026-03-22,328,Compliant,Critical,Louise Morris,Building Safety Regulator,FIR-eF275xT-2025,,,Flat,False,35.0,21.0,,
2368,236,Gas Safety Certificate,2024-12-31,2025-12-26,242,Compliant,Medium,Mathew Taylor,Housing Ombudsman,GAS-LE328mj-2024,,,Flat,False,35.0,21.0,,
2369,236,Electrical Installation Condition Report,2025-04-09,2030-03-14,1781,Compliant,High,Jennifer Fry,Regulator of Social Housing,ELE-bR848sV-2025,,,Flat,False,35.0,21.0,,
2370,236,Asbestos Survey,2023-11-02,2025-10-22,177,Compliant,Low,Claire Ward,Local Authority Building Control,ASB-yu179Zr-2023,,,Flat,False,35.0,21.0,,
2371,236,Legionella Risk Assessment,2024-02-13,2026-02-02,280,Compliant,Low,Craig Godfrey,Fire and Rescue Authority,LEG-io029mW-2024,,,Flat,False,35.0,21.0,,
2372,236,Lift Inspection,2025-04-24,2025-10-21,176,Compliant,Critical,Kayleigh Barrett,Regulator of Social Housing,LIF-cB616TA-2025,,,Flat,False,35.0,21.0,,
2373,236,Emergency Lighting Test,2024-06-25,2025-06-20,53,Compliant,Low,Dr Keith Walker,Building Safety Regulator,EME-kj030ba-2024,,,Flat,False,35.0,21.0,,
2374,236,Fire Alarm System Test,2025-02-14,2025-08-13,107,Compliant,Medium,Ms Hilary Nolan,Local Authority Building Control,FIR-LK976fn-2025,,,Flat,False,35.0,21.0,,
2375,236,Fire Extinguisher Inspection,2025-01-28,2026-01-23,270,Compliant,High,Fiona Davies,Local Authority Building Control,FIR-Bw005ZE-2025,Minor recommendations noted for future reference.,,Flat,False,35.0,21.0,,
2376,236,Smoke/Heat Detector Test,2024-08-26,2025-08-21,115,Compliant,Medium,Lewis Godfrey,Regulator of Social Housing,SMO-uG294BH-2024,,,Flat,False,35.0,21.0,,
2377,236,Water Risk Assessment,2024-08-08,2026-07-29,457,Compliant,Low,Carl Stevenson,Building Safety Regulator,WAT-nk173Vd-2024,,,Flat,False,35.0,21.0,,
2378,237,Fire Risk Assessment,2024-12-02,2025-11-27,213,Compliant,Low,Shane Cooper,Housing Ombudsman,FIR-Hk672MF-2024,,,House,False,35.0,22.0,,6.0
2379,237,Gas Safety Certificate,2025-02-08,2026-02-03,281,Compliant,Low,Anthony Harrison,Health and Safety Executive,GAS-hs085wG-2025,,,House,False,35.0,22.0,,6.0
2380,237,Electrical Installation Condition Report,2024-12-11,2029-11-15,1662,Compliant,High,Paige Watson,Health and Safety Executive,ELE-ko677Ox-2024,,,House,False,35.0,22.0,,6.0
2381,237,Asbestos Survey,2023-10-29,2025-10-18,173,Compliant,Medium,Kyle Read,Health and Safety Executive,ASB-AW751Xr-2023,,,House,False,35.0,22.0,,6.0
2382,237,Legionella Risk Assessment,2024-10-28,2026-10-18,538,Compliant,High,Kyle Morris-Smith,Fire and Rescue Authority,LEG-bg131nU-2024,All systems functioning correctly.,,House,False,35.0,22.0,,6.0
2383,237,Emergency Lighting Test,2025-04-19,2026-04-14,351,Compliant,Low,Ms Melissa Walton,Housing Ombudsman,EME-VW392KL-2025,,,House,False,35.0,22.0,,6.0
2384,237,Fire Alarm System Test,2025-04-12,2025-10-09,164,Compliant,Low,Frances Birch-Power,Housing Ombudsman,FIR-HK419vh-2025,,,House,False,35.0,22.0,,6.0
2385,237,Fire Extinguisher Inspection,2024-06-09,2025-06-04,37,Compliant,Medium,Jeremy Clarke,Fire and Rescue Authority,FIR-fF794UO-2024,,,House,False,35.0,22.0,,6.0
2386,237,Smoke/Heat Detector Test,2024-08-09,2025-08-04,98,Compliant,Medium,Lesley Porter,Building Safety Regulator,SMO-MW248Ih-2024,,,House,False,35.0,22.0,,6.0
2387,237,Water Risk Assessment,2023-09-06,2025-08-26,120,Compliant,Medium,Philip Doyle,Health and Safety Executive,WAT-VK063Qo-2023,,,House,False,35.0,22.0,,6.0
2388,238,Fire Risk Assessment,2024-08-18,2025-08-13,107,Compliant,High,Gemma Allen-Arnold,Building Safety Regulator,FIR-Yr374Wk-2024,,,Flat,False,34.0,18.0,,6.0
2389,238,Gas Safety Certificate,2025-04-07,2026-04-02,339,Compliant,Low,Bethan Simpson,Housing Ombudsman,GAS-hm653QW-2025,,,Flat,False,34.0,18.0,,6.0
2390,238,Electrical Installation Condition Report,2024-05-31,2029-05-05,1468,Compliant,Critical,Mrs Molly Price,Regulator of Social Housing,ELE-Rg276vt-2024,,,Flat,False,34.0,18.0,,6.0
2391,238,Asbestos Survey,2025-03-16,2027-03-06,677,Compliant,High,Melissa Fowler,Housing Ombudsman,ASB-Sp841ut-2025,,,Flat,False,34.0,18.0,,6.0
2392,238,Legionella Risk Assessment,2023-12-09,2025-11-28,214,Compliant,Low,Kenneth Hamilton,Housing Ombudsman,LEG-FN685oz-2023,,,Flat,False,34.0,18.0,,6.0
2393,238,Lift Inspection,2025-04-20,2025-10-17,172,Compliant,Medium,Kyle Thomas,Regulator of Social Housing,LIF-Eb249dL-2025,,,Flat,False,34.0,18.0,,6.0
2394,238,Emergency Lighting Test,2024-11-29,2025-11-24,210,Compliant,High,Judith Byrne,Fire and Rescue Authority,EME-wS313kl-2024,,,Flat,False,34.0,18.0,,6.0
2395,238,Fire Alarm System Test,2025-01-21,2025-07-20,83,Compliant,Medium,Dr Antony Leonard,Fire and Rescue Authority,FIR-hQ545ys-2025,,,Flat,False,34.0,18.0,,6.0
2396,238,Fire Extinguisher Inspection,2024-07-31,2025-07-26,89,Compliant,Low,Keith Ross,Building Safety Regulator,FIR-YE323rx-2024,,,Flat,False,34.0,18.0,,6.0
2397,238,Smoke/Heat Detector Test,2024-12-04,2025-11-29,215,Compliant,Low,Jennifer Johnson,Regulator of Social Housing,SMO-DV698Qn-2024,All systems functioning correctly.,,Flat,False,34.0,18.0,,6.0
2398,238,Water Risk Assessment,2025-01-16,2027-01-06,618,Compliant,Medium,Rita Lawrence,Health and Safety Executive,WAT-LJ457Qs-2025,,,Flat,False,34.0,18.0,,6.0
2399,239,Fire Risk Assessment,2025-02-24,2026-02-19,297,Compliant,Low,Jodie Kaur,Health and Safety Executive,FIR-Se288Fa-2025,,,Flat,False,35.0,22.0,,3.0
2400,239,Gas Safety Certificate,2024-07-21,2025-07-16,79,Compliant,High,Debra Edwards,Health and Safety Executive,GAS-Qm841bI-2024,,,Flat,False,35.0,22.0,,3.0
2401,239,Electrical Installation Condition Report,2021-06-14,2026-05-19,386,Compliant,Medium,Roger Goodwin,Housing Ombudsman,ELE-UO583Yt-2021,,,Flat,False,35.0,22.0,,3.0
