propertyid,valuation_date,property_value_gbp,valuation_method,valuer,estimated_monthly_rent_gbp,rental_yield_percent,property_type,property_age_years,bedrooms,estateid,blockid,year
273,2025-04-28,278000,Comparative Market Analysis,Independent Surveyor,1164,5.02,Block of Flats,35.0,4,,19.0,2025
274,2020-04-29,120000,Automated Valuation Model,Independent Surveyor,543,5.43,Flat,30.0,1,,20.0,2020
274,2021-04-29,126000,Cost Approach,Independent Surveyor,423,4.02,Flat,31.0,1,,20.0,2021
274,2022-04-29,132000,On-site Professional Valuation,Internal Valuation Team,538,4.89,Flat,32.0,1,,20.0,2022
274,2023-04-29,137000,Automated Valuation Model,Automated System,659,5.78,Flat,33.0,1,,20.0,2023
274,2024-04-28,143000,Automated Valuation Model,Automated System,669,5.61,Flat,34.0,1,,20.0,2024
274,2025-04-28,148000,Comparative Market Analysis,RICS Registered Valuer,638,5.17,Flat,35.0,1,,20.0,2025
275,2020-04-29,156000,On-site Professional Valuation,Independent Surveyor,643,4.95,Flat,30.0,3,,21.0,2020
275,2021-04-29,161000,Automated Valuation Model,Internal Valuation Team,794,5.92,Flat,31.0,3,,21.0,2021
275,2022-04-29,166000,Cost Approach,Automated System,730,5.28,Flat,32.0,3,,21.0,2022
275,2023-04-29,173000,On-site Professional Valuation,RICS Registered Valuer,710,4.92,Flat,33.0,3,,21.0,2023
275,2024-04-28,179000,Cost Approach,Smith Ltd Valuations,845,5.66,Flat,34.0,3,,21.0,2024
275,2025-04-28,189000,Cost Approach,"Harrison, Andrews and Ingram Valuations",889,5.65,Flat,35.0,3,,21.0,2025
276,2020-04-29,247000,Automated Valuation Model,RICS Registered Valuer,1054,5.12,House,30.0,3,,19.0,2020
276,2021-04-29,255000,Cost Approach,Independent Surveyor,851,4.0,House,31.0,3,,19.0,2021
276,2022-04-29,275000,Automated Valuation Model,Internal Valuation Team,1299,5.67,House,32.0,3,,19.0,2022
276,2023-04-29,292000,Automated Valuation Model,RICS Registered Valuer,1408,5.79,House,33.0,3,,19.0,2023
276,2024-04-28,308000,Income Capitalization,Internal Valuation Team,1380,5.38,House,34.0,3,,19.0,2024
276,2025-04-28,319000,Comparative Market Analysis,Chapman PLC Valuations,1211,4.55,House,35.0,3,,19.0,2025
277,2020-04-29,128000,On-site Professional Valuation,Automated System,551,5.16,Flat,29.0,1,,18.0,2020
277,2021-04-29,137000,Automated Valuation Model,Internal Valuation Team,600,5.26,Flat,30.0,1,,18.0,2021
277,2022-04-29,144000,Comparative Market Analysis,Independent Surveyor,656,5.47,Flat,31.0,1,,18.0,2022
277,2023-04-29,150000,Cost Approach,Automated System,515,4.12,Flat,32.0,1,,18.0,2023
277,2024-04-28,161000,Income Capitalization,Internal Valuation Team,573,4.27,Flat,33.0,1,,18.0,2024
277,2025-04-28,168000,Cost Approach,Internal Valuation Team,677,4.84,Flat,34.0,1,,18.0,2025
278,2020-04-29,138000,Comparative Market Analysis,"Thorpe, Curtis and Stephens Valuations",582,5.06,Flat,30.0,2,,20.0,2020
278,2021-04-29,143000,Comparative Market Analysis,Perry-Edwards Valuations,626,5.26,Flat,31.0,2,,20.0,2021
278,2022-04-29,153000,Cost Approach,Independent Surveyor,649,5.09,Flat,32.0,2,,20.0,2022
278,2023-04-29,160000,Cost Approach,Internal Valuation Team,719,5.4,Flat,33.0,2,,20.0,2023
278,2024-04-28,169000,Income Capitalization,Internal Valuation Team,662,4.7,Flat,34.0,2,,20.0,2024
278,2025-04-28,175000,Automated Valuation Model,Automated System,665,4.56,Flat,35.0,2,,20.0,2025
279,2020-04-29,201000,Comparative Market Analysis,RICS Registered Valuer,975,5.82,Block of Flats,29.0,4,,18.0,2020
279,2021-04-29,209000,Income Capitalization,Weston-Marshall Valuations,774,4.44,Block of Flats,30.0,4,,18.0,2021
279,2022-04-29,221000,On-site Professional Valuation,Williams LLC Valuations,1043,5.66,Block of Flats,31.0,4,,18.0,2022
279,2023-04-29,236000,Comparative Market Analysis,Automated System,1063,5.4,Block of Flats,32.0,4,,18.0,2023
279,2024-04-28,248000,Income Capitalization,Internal Valuation Team,858,4.15,Block of Flats,33.0,4,,18.0,2024
279,2025-04-28,262000,Cost Approach,RICS Registered Valuer,1009,4.62,Block of Flats,34.0,4,,18.0,2025
280,2020-04-29,238000,On-site Professional Valuation,Williams-O'Donnell Valuations,1146,5.78,House,30.0,2,,20.0,2020
280,2021-04-29,254000,Cost Approach,Internal Valuation Team,991,4.68,House,31.0,2,,20.0,2021
280,2022-04-29,271000,Income Capitalization,RICS Registered Valuer,957,4.24,House,32.0,2,,20.0,2022
280,2023-04-29,289000,Income Capitalization,RICS Registered Valuer,1111,4.61,House,33.0,2,,20.0,2023
280,2024-04-28,312000,Comparative Market Analysis,Internal Valuation Team,1261,4.85,House,34.0,2,,20.0,2024
280,2025-04-28,321000,Automated Valuation Model,Internal Valuation Team,1329,4.97,House,35.0,2,,20.0,2025
281,2020-04-29,156000,On-site Professional Valuation,"Bryant, Mason and Harvey Valuations",529,4.07,Flat,30.0,3,,20.0,2020
281,2021-04-29,161000,Cost Approach,Internal Valuation Team,569,4.24,Flat,31.0,3,,20.0,2021
281,2022-04-29,167000,Comparative Market Analysis,Internal Valuation Team,742,5.34,Flat,32.0,3,,20.0,2022
281,2023-04-29,179000,Income Capitalization,RICS Registered Valuer,658,4.41,Flat,33.0,3,,20.0,2023
281,2024-04-28,191000,Income Capitalization,Independent Surveyor,646,4.06,Flat,34.0,3,,20.0,2024
281,2025-04-28,205000,Income Capitalization,"Black, Jones and O'Connor Valuations",802,4.7,Flat,35.0,3,,20.0,2025
282,2020-04-29,152000,On-site Professional Valuation,"O'Sullivan, Smith and Smith Valuations",662,5.23,Flat,30.0,2,,22.0,2020
282,2021-04-29,157000,Comparative Market Analysis,Clark-Carroll Valuations,738,5.64,Flat,31.0,2,,22.0,2021
282,2022-04-29,163000,Cost Approach,RICS Registered Valuer,595,4.38,Flat,32.0,2,,22.0,2022
282,2023-04-29,176000,Comparative Market Analysis,RICS Registered Valuer,744,5.07,Flat,33.0,2,,22.0,2023
282,2024-04-28,189000,Automated Valuation Model,Independent Surveyor,898,5.7,Flat,34.0,2,,22.0,2024
282,2025-04-28,201000,Comparative Market Analysis,RICS Registered Valuer,732,4.37,Flat,35.0,2,,22.0,2025
283,2020-04-29,200000,Automated Valuation Model,RICS Registered Valuer,994,5.96,Flat,29.0,4,,18.0,2020
283,2021-04-29,211000,Cost Approach,Internal Valuation Team,847,4.82,Flat,30.0,4,,18.0,2021
283,2022-04-29,222000,Automated Valuation Model,Independent Surveyor,932,5.04,Flat,31.0,4,,18.0,2022
283,2023-04-29,237000,Comparative Market Analysis,Internal Valuation Team,1010,5.11,Flat,32.0,4,,18.0,2023
283,2024-04-28,248000,Cost Approach,Automated System,874,4.23,Flat,33.0,4,,18.0,2024
283,2025-04-28,263000,Automated Valuation Model,RICS Registered Valuer,1013,4.62,Flat,34.0,4,,18.0,2025
284,2020-04-29,124000,Automated Valuation Model,RICS Registered Valuer,473,4.58,Flat,30.0,1,,21.0,2020
284,2021-04-29,133000,Automated Valuation Model,Independent Surveyor,642,5.79,Flat,31.0,1,,21.0,2021
284,2022-04-29,138000,Automated Valuation Model,Internal Valuation Team,690,6.0,Flat,32.0,1,,21.0,2022
284,2023-04-29,145000,Comparative Market Analysis,Internal Valuation Team,610,5.05,Flat,33.0,1,,21.0,2023
284,2024-04-28,150000,On-site Professional Valuation,Internal Valuation Team,600,4.8,Flat,34.0,1,,21.0,2024
284,2025-04-28,161000,Income Capitalization,Internal Valuation Team,776,5.78,Flat,35.0,1,,21.0,2025
285,2020-04-29,283000,Income Capitalization,Brady-Jennings Valuations,1037,4.4,House,30.0,4,,19.0,2020
285,2021-04-29,303000,Income Capitalization,Automated System,1214,4.81,House,31.0,4,,19.0,2021
285,2022-04-29,324000,On-site Professional Valuation,Lucas and Sons Valuations,1230,4.56,House,32.0,4,,19.0,2022
285,2023-04-29,338000,Automated Valuation Model,Independent Surveyor,1571,5.58,House,33.0,4,,19.0,2023
285,2024-04-28,356000,Automated Valuation Model,Automated System,1545,5.21,House,34.0,4,,19.0,2024
285,2025-04-28,376000,Automated Valuation Model,Internal Valuation Team,1346,4.29,House,35.0,4,,19.0,2025
286,2020-04-29,133000,Income Capitalization,RICS Registered Valuer,552,4.98,Flat,30.0,2,,19.0,2020
286,2021-04-29,137000,Comparative Market Analysis,Automated System,625,5.48,Flat,31.0,2,,19.0,2021
286,2022-04-29,146000,Automated Valuation Model,"Higgins, Baker and George Valuations",723,5.94,Flat,32.0,2,,19.0,2022
286,2023-04-29,155000,On-site Professional Valuation,Bell Ltd Valuations,556,4.31,Flat,33.0,2,,19.0,2023
286,2024-04-28,161000,On-site Professional Valuation,Automated System,557,4.15,Flat,34.0,2,,19.0,2024
286,2025-04-28,172000,Automated Valuation Model,Automated System,631,4.4,Flat,35.0,2,,19.0,2025
287,2020-04-29,187000,On-site Professional Valuation,"Moore, Pollard and Baker Valuations",792,5.08,Flat,30.0,4,,19.0,2020
287,2021-04-29,193000,Automated Valuation Model,Internal Valuation Team,889,5.53,Flat,31.0,4,,19.0,2021
287,2022-04-29,202000,Automated Valuation Model,Automated System,779,4.63,Flat,32.0,4,,19.0,2022
287,2023-04-29,213000,On-site Professional Valuation,Independent Surveyor,722,4.07,Flat,33.0,4,,19.0,2023
287,2024-04-28,229000,Automated Valuation Model,RICS Registered Valuer,826,4.33,Flat,34.0,4,,19.0,2024
287,2025-04-28,239000,Comparative Market Analysis,Barker-Townsend Valuations,952,4.78,Flat,35.0,4,,19.0,2025
288,2020-04-29,197000,On-site Professional Valuation,Harding-Jenkins Valuations,873,5.32,House,30.0,1,,22.0,2020
288,2021-04-29,208000,Income Capitalization,"Chamberlain, Green and Smith Valuations",888,5.12,House,31.0,1,,22.0,2021
288,2022-04-29,214000,On-site Professional Valuation,Automated System,807,4.53,House,32.0,1,,22.0,2022
288,2023-04-29,227000,Cost Approach,Independent Surveyor,890,4.71,House,33.0,1,,22.0,2023
288,2024-04-28,235000,Income Capitalization,Independent Surveyor,1015,5.18,House,34.0,1,,22.0,2024
288,2025-04-28,246000,Comparative Market Analysis,Independent Surveyor,1124,5.48,House,35.0,1,,22.0,2025
289,2020-04-29,251000,Cost Approach,Automated System,1016,4.86,House,30.0,3,,22.0,2020
289,2021-04-29,263000,Income Capitalization,RICS Registered Valuer,1167,5.32,House,31.0,3,,22.0,2021
289,2022-04-29,279000,Comparative Market Analysis,Independent Surveyor,1206,5.19,House,32.0,3,,22.0,2022
289,2023-04-29,289000,On-site Professional Valuation,Independent Surveyor,1045,4.34,House,33.0,3,,22.0,2023
289,2024-04-28,299000,Automated Valuation Model,Quinn PLC Valuations,1324,5.32,House,34.0,3,,22.0,2024
289,2025-04-28,315000,Comparative Market Analysis,Automated System,1271,4.84,House,35.0,3,,22.0,2025
290,2020-04-29,190000,Automated Valuation Model,Harris Ltd Valuations,945,5.97,Flat,29.0,4,,18.0,2020
290,2021-04-29,199000,Automated Valuation Model,Internal Valuation Team,853,5.15,Flat,30.0,4,,18.0,2021
290,2022-04-29,212000,Automated Valuation Model,Clarke-Taylor Valuations,779,4.41,Flat,31.0,4,,18.0,2022
290,2023-04-29,227000,Income Capitalization,Cooper PLC Valuations,1009,5.33,Flat,32.0,4,,18.0,2023
290,2024-04-28,237000,Income Capitalization,Automated System,1173,5.94,Flat,33.0,4,,18.0,2024
290,2025-04-28,252000,Comparative Market Analysis,"Farrell, Matthews and Richardson Valuations",1249,5.95,Flat,34.0,4,,18.0,2025
291,2020-04-29,156000,Cost Approach,Pearson-Mills Valuations,589,4.53,Flat,29.0,3,,18.0,2020
291,2021-04-29,164000,Comparative Market Analysis,"Mason, Pickering and Rose Valuations",608,4.45,Flat,30.0,3,,18.0,2021
291,2022-04-29,170000,Comparative Market Analysis,Farrell LLC Valuations,662,4.67,Flat,31.0,3,,18.0,2022
291,2023-04-29,181000,Income Capitalization,Independent Surveyor,747,4.95,Flat,32.0,3,,18.0,2023
291,2024-04-28,194000,Cost Approach,Graham-Jenkins Valuations,857,5.3,Flat,33.0,3,,18.0,2024
291,2025-04-28,208000,On-site Professional Valuation,Independent Surveyor,843,4.87,Flat,34.0,3,,18.0,2025
292,2020-04-29,211000,On-site Professional Valuation,Perry Inc Valuations,845,4.8,House,30.0,2,,20.0,2020
292,2021-04-29,222000,Income Capitalization,Internal Valuation Team,1022,5.53,House,31.0,2,,20.0,2021
292,2022-04-29,236000,Income Capitalization,"Saunders, Shaw and Richardson Valuations",990,5.03,House,32.0,2,,20.0,2022
292,2023-04-29,249000,Automated Valuation Model,Independent Surveyor,1104,5.32,House,33.0,2,,20.0,2023
292,2024-04-28,268000,On-site Professional Valuation,Automated System,1131,5.07,House,34.0,2,,20.0,2024
292,2025-04-28,288000,Comparative Market Analysis,"Briggs, Griffin and Ashton Valuations",1309,5.45,House,35.0,2,,20.0,2025
293,2020-04-29,156000,Income Capitalization,RICS Registered Valuer,640,4.92,Flat,30.0,3,,22.0,2020
293,2021-04-29,167000,Automated Valuation Model,Automated System,770,5.53,Flat,31.0,3,,22.0,2021
293,2022-04-29,174000,Comparative Market Analysis,RICS Registered Valuer,821,5.66,Flat,32.0,3,,22.0,2022
293,2023-04-29,187000,Cost Approach,RICS Registered Valuer,707,4.53,Flat,33.0,3,,22.0,2023
293,2024-04-28,195000,Automated Valuation Model,RICS Registered Valuer,845,5.2,Flat,34.0,3,,22.0,2024
293,2025-04-28,202000,Income Capitalization,Independent Surveyor,738,4.38,Flat,35.0,3,,22.0,2025
294,2020-04-29,164000,Automated Valuation Model,Automated System,700,5.12,Flat,29.0,3,,18.0,2020
294,2021-04-29,174000,Income Capitalization,Independent Surveyor,591,4.07,Flat,30.0,3,,18.0,2021
294,2022-04-29,181000,Cost Approach,Bell and Sons Valuations,681,4.52,Flat,31.0,3,,18.0,2022
294,2023-04-29,188000,Automated Valuation Model,Internal Valuation Team,894,5.71,Flat,32.0,3,,18.0,2023
294,2024-04-28,194000,Cost Approach,"Lewis, Clarke and Turnbull Valuations",937,5.79,Flat,33.0,3,,18.0,2024
294,2025-04-28,202000,Automated Valuation Model,Independent Surveyor,695,4.13,Flat,34.0,3,,18.0,2025
295,2020-04-29,301000,Automated Valuation Model,RICS Registered Valuer,1448,5.77,House,30.0,4,,22.0,2020
295,2021-04-29,314000,On-site Professional Valuation,Internal Valuation Team,1345,5.14,House,31.0,4,,22.0,2021
295,2022-04-29,331000,On-site Professional Valuation,Independent Surveyor,1561,5.66,House,32.0,4,,22.0,2022
295,2023-04-29,349000,On-site Professional Valuation,Internal Valuation Team,1216,4.18,House,33.0,4,,22.0,2023
295,2024-04-28,373000,On-site Professional Valuation,Automated System,1438,4.63,House,34.0,4,,22.0,2024
295,2025-04-28,400000,Automated Valuation Model,RICS Registered Valuer,1829,5.49,House,35.0,4,,22.0,2025
296,2020-04-29,174000,Cost Approach,Automated System,631,4.35,Flat,29.0,4,,18.0,2020
296,2021-04-29,183000,Comparative Market Analysis,Automated System,873,5.73,Flat,30.0,4,,18.0,2021
296,2022-04-29,193000,Comparative Market Analysis,Independent Surveyor,868,5.4,Flat,31.0,4,,18.0,2022
296,2023-04-29,204000,Income Capitalization,Independent Surveyor,841,4.95,Flat,32.0,4,,18.0,2023
296,2024-04-28,219000,Cost Approach,Automated System,1072,5.87,Flat,33.0,4,,18.0,2024
296,2025-04-28,234000,Comparative Market Analysis,Fry Group Valuations,1100,5.64,Flat,34.0,4,,18.0,2025
297,2020-04-29,264000,Comparative Market Analysis,RICS Registered Valuer,1205,5.48,House,30.0,4,,20.0,2020
297,2021-04-29,275000,Cost Approach,Internal Valuation Team,1093,4.77,House,31.0,4,,20.0,2021
297,2022-04-29,291000,Automated Valuation Model,Automated System,1085,4.47,House,32.0,4,,20.0,2022
297,2023-04-29,300000,Cost Approach,Independent Surveyor,1480,5.92,House,33.0,4,,20.0,2023
297,2024-04-28,310000,Income Capitalization,Independent Surveyor,1458,5.65,House,34.0,4,,20.0,2024
297,2025-04-28,323000,Automated Valuation Model,Independent Surveyor,1556,5.78,House,35.0,4,,20.0,2025
298,2020-04-29,313000,Automated Valuation Model,Internal Valuation Team,1443,5.53,House,30.0,4,,22.0,2020
298,2021-04-29,327000,Automated Valuation Model,Automated System,1134,4.16,House,31.0,4,,22.0,2021
298,2022-04-29,349000,Cost Approach,Automated System,1702,5.85,House,32.0,4,,22.0,2022
298,2023-04-29,374000,Income Capitalization,Independent Surveyor,1758,5.64,House,33.0,4,,22.0,2023
298,2024-04-28,395000,On-site Professional Valuation,"Johnson, Ryan and Carroll Valuations",1548,4.7,House,34.0,4,,22.0,2024
298,2025-04-28,421000,Comparative Market Analysis,Internal Valuation Team,1721,4.91,House,35.0,4,,22.0,2025
299,2020-04-29,140000,Automated Valuation Model,RICS Registered Valuer,510,4.37,Block of Flats,30.0,1,,21.0,2020
299,2021-04-29,144000,Cost Approach,Independent Surveyor,528,4.4,Block of Flats,31.0,1,,21.0,2021
299,2022-04-29,153000,Income Capitalization,"Gallagher, Dixon and James Valuations",538,4.22,Block of Flats,32.0,1,,21.0,2022
299,2023-04-29,163000,Income Capitalization,Birch-Green Valuations,752,5.54,Block of Flats,33.0,1,,21.0,2023
299,2024-04-28,173000,Cost Approach,Automated System,805,5.59,Block of Flats,34.0,1,,21.0,2024
299,2025-04-28,183000,Cost Approach,RICS Registered Valuer,834,5.47,Block of Flats,35.0,1,,21.0,2025
300,2020-04-29,149000,Cost Approach,RICS Registered Valuer,702,5.65,Flat,30.0,2,,19.0,2020
300,2021-04-29,154000,Automated Valuation Model,Automated System,608,4.74,Flat,31.0,2,,19.0,2021
300,2022-04-29,166000,Income Capitalization,Internal Valuation Team,798,5.77,Flat,32.0,2,,19.0,2022
300,2023-04-29,179000,On-site Professional Valuation,RICS Registered Valuer,872,5.85,Flat,33.0,2,,19.0,2023
300,2024-04-28,192000,Income Capitalization,Independent Surveyor,952,5.95,Flat,34.0,2,,19.0,2024
300,2025-04-28,205000,Automated Valuation Model,Marsden Ltd Valuations,741,4.34,Flat,35.0,2,,19.0,2025
301,2020-04-29,134000,Comparative Market Analysis,Independent Surveyor,505,4.52,Block of Flats,30.0,1,,21.0,2020
301,2021-04-29,139000,Comparative Market Analysis,Butler Ltd Valuations,595,5.13,Block of Flats,31.0,1,,21.0,2021
301,2022-04-29,146000,Automated Valuation Model,Automated System,711,5.84,Block of Flats,32.0,1,,21.0,2022
301,2023-04-29,152000,Income Capitalization,Independent Surveyor,687,5.43,Block of Flats,33.0,1,,21.0,2023
301,2024-04-28,158000,Income Capitalization,Automated System,657,4.99,Block of Flats,34.0,1,,21.0,2024
301,2025-04-28,170000,Cost Approach,RICS Registered Valuer,737,5.2,Block of Flats,35.0,1,,21.0,2025
302,2020-04-29,205000,Income Capitalization,Internal Valuation Team,823,4.82,Block of Flats,30.0,4,,19.0,2020
302,2021-04-29,214000,On-site Professional Valuation,Automated System,807,4.52,Block of Flats,31.0,4,,19.0,2021
302,2022-04-29,230000,Automated Valuation Model,Internal Valuation Team,908,4.74,Block of Flats,32.0,4,,19.0,2022
302,2023-04-29,237000,Cost Approach,Automated System,843,4.27,Block of Flats,33.0,4,,19.0,2023
302,2024-04-28,253000,Automated Valuation Model,Thornton LLC Valuations,1144,5.43,Block of Flats,34.0,4,,19.0,2024
302,2025-04-28,263000,Comparative Market Analysis,Internal Valuation Team,918,4.19,Block of Flats,35.0,4,,19.0,2025
303,2020-04-29,281000,Cost Approach,"Whittaker, White and Iqbal Valuations",1047,4.47,House,30.0,4,,20.0,2020
303,2021-04-29,303000,On-site Professional Valuation,Internal Valuation Team,1498,5.93,House,31.0,4,,20.0,2021
303,2022-04-29,312000,Automated Valuation Model,Independent Surveyor,1302,5.01,House,32.0,4,,20.0,2022
303,2023-04-29,336000,Income Capitalization,Wood-Morgan Valuations,1496,5.34,House,33.0,4,,20.0,2023
303,2024-04-28,347000,Income Capitalization,"Watson, Wood and Bond Valuations",1260,4.36,House,34.0,4,,20.0,2024
303,2025-04-28,366000,Automated Valuation Model,RICS Registered Valuer,1427,4.68,House,35.0,4,,20.0,2025
304,2020-04-29,169000,Automated Valuation Model,RICS Registered Valuer,763,5.42,Block of Flats,30.0,3,,22.0,2020
304,2021-04-29,176000,Income Capitalization,Automated System,679,4.63,Block of Flats,31.0,3,,22.0,2021
304,2022-04-29,189000,Cost Approach,Automated System,893,5.67,Block of Flats,32.0,3,,22.0,2022
304,2023-04-29,198000,On-site Professional Valuation,Independent Surveyor,949,5.75,Block of Flats,33.0,3,,22.0,2023
304,2024-04-28,209000,Income Capitalization,Independent Surveyor,848,4.87,Block of Flats,34.0,3,,22.0,2024
304,2025-04-28,223000,Income Capitalization,Simmons-Cook Valuations,926,4.98,Block of Flats,35.0,3,,22.0,2025
