inspectionid,propertyid,lastinspectiondate,inspector,outcome,notes,inspection_type,buildingregistrationdate,property_age_years,patchid,patchname,days_since_last_inspection,compliance_outcome,follow_up_required,backlog_flag,compliance_severity
1203,289,2020-08-17,Inspector 7,Fail,Inspection notes for property 289,Fire Safety,1954-01-01,71,1,North Patch 1,1598,Pass,False,False,None
1204,289,2023-06-10,Inspector 4,Needs Attention,Inspection notes for property 289,Gas Safety,1954-01-01,71,1,North Patch 1,571,Fail,True,True,Low
1205,290,2023-01-25,Inspector 5,Fail,Inspection notes for property 290,Gas Safety,1978-01-01,47,8,West Patch 2,707,Pass,False,False,None
1206,290,2024-10-03,Inspector 3,Needs Attention,Inspection notes for property 290,General HHSRS,1978-01-01,47,8,West Patch 2,90,Pass,False,False,None
1207,291,2023-09-03,Inspector 7,Pass,Inspection notes for property 291,Electrical,1978-01-01,47,1,North Patch 1,486,Pass,False,False,None
1208,291,2023-10-22,Inspector 2,Needs Attention,Inspection notes for property 291,Gas Safety,1978-01-01,47,1,North Patch 1,437,Pass,False,False,None
1209,292,2023-08-19,Inspector 6,Fail,Inspection notes for property 292,Fire Safety,1996-01-01,29,3,East Patch 1,501,Pass,False,False,None
1210,292,2020-04-10,Inspector 9,Fail,Inspection notes for property 292,Water Hygiene,1996-01-01,29,3,East Patch 1,1727,Pass,False,False,None
1211,292,2020-04-17,Inspector 9,Needs Attention,Inspection notes for property 292,Gas Safety,1996-01-01,29,3,East Patch 1,1720,Advisory,True,False,Medium
1212,292,2024-06-29,Inspector 1,Fail,Inspection notes for property 292,Gas Safety,1996-01-01,29,3,East Patch 1,186,Pass,False,False,None
1213,292,2020-11-05,Inspector 2,Pass,Inspection notes for property 292,Fire Safety,1996-01-01,29,3,East Patch 1,1518,Pass,False,False,None
1214,293,2020-10-09,Inspector 2,Needs Attention,Inspection notes for property 293,General HHSRS,1954-01-01,71,1,North Patch 1,1545,Pass,False,False,None
1215,293,2022-03-27,Inspector 2,Pass,Inspection notes for property 293,Electrical,1954-01-01,71,1,North Patch 1,1011,Advisory,True,False,Low
1216,293,2024-01-06,Inspector 4,Fail,Inspection notes for property 293,Fire Safety,1954-01-01,71,1,North Patch 1,361,Pass,False,False,None
1217,293,2020-12-29,Inspector 5,Needs Attention,Inspection notes for property 293,Fire Safety,1954-01-01,71,1,North Patch 1,1464,Pass,False,False,None
1218,293,2020-10-21,Inspector 9,Fail,Inspection notes for property 293,Electrical,1954-01-01,71,1,North Patch 1,1533,Pass,False,False,None
1219,293,2020-03-13,Inspector 2,Pass,Inspection notes for property 293,Electrical,1954-01-01,71,1,North Patch 1,1755,Pass,False,False,None
1220,294,2023-03-15,Inspector 3,Pass,Inspection notes for property 294,Fire Safety,1978-01-01,47,2,North Patch 2,658,Pass,False,False,None
1221,294,2022-08-13,Inspector 7,Pass,Inspection notes for property 294,Water Hygiene,1978-01-01,47,2,North Patch 2,872,Pass,False,False,None
1222,294,2020-05-25,Inspector 8,Fail,Inspection notes for property 294,Fire Safety,1978-01-01,47,2,North Patch 2,1682,Pass,False,False,None
1223,294,2022-03-31,Inspector 3,Pass,Inspection notes for property 294,Gas Safety,1978-01-01,47,2,North Patch 2,1007,Pass,False,False,None
1224,295,2021-01-25,Inspector 7,Fail,Inspection notes for property 295,Water Hygiene,1954-01-01,71,2,North Patch 2,1437,Pass,False,False,None
1225,295,2021-08-05,Inspector 4,Pass,Inspection notes for property 295,Gas Safety,1954-01-01,71,2,North Patch 2,1245,Pass,False,False,None
1226,295,2022-09-18,Inspector 4,Pass,Inspection notes for property 295,Electrical,1954-01-01,71,2,North Patch 2,836,Advisory,True,False,High
1227,295,2022-05-10,Inspector 7,Fail,Inspection notes for property 295,Gas Safety,1954-01-01,71,2,North Patch 2,967,Pass,False,False,None
1228,296,2024-11-29,Inspector 8,Pass,Inspection notes for property 296,Fire Safety,1978-01-01,47,4,East Patch 2,33,Pass,False,False,None
1229,296,2021-01-20,Inspector 9,Pass,Inspection notes for property 296,Water Hygiene,1978-01-01,47,4,East Patch 2,1442,Pass,False,False,None
1230,296,2023-08-03,Inspector 6,Fail,Inspection notes for property 296,Gas Safety,1978-01-01,47,4,East Patch 2,517,Pass,False,False,None
1231,296,2022-08-24,Inspector 1,Fail,Inspection notes for property 296,General HHSRS,1978-01-01,47,4,East Patch 2,861,Advisory,True,False,High
1232,297,2021-09-11,Inspector 1,Needs Attention,Inspection notes for property 297,Fire Safety,1996-01-01,29,6,South Patch 2,1208,Pass,False,False,None
1233,297,2020-06-08,Inspector 9,Fail,Inspection notes for property 297,Fire Safety,1996-01-01,29,6,South Patch 2,1668,Pass,False,False,None
1234,297,2022-10-28,Inspector 9,Fail,Inspection notes for property 297,Fire Safety,1996-01-01,29,6,South Patch 2,796,Pass,False,False,None
1235,298,2023-02-24,Inspector 1,Fail,Inspection notes for property 298,Electrical,1954-01-01,71,7,West Patch 1,677,Pass,False,False,None
1236,298,2021-08-27,Inspector 3,Needs Attention,Inspection notes for property 298,Gas Safety,1954-01-01,71,7,West Patch 1,1223,Pass,False,False,None
1237,298,2022-07-30,Inspector 4,Needs Attention,Inspection notes for property 298,General HHSRS,1954-01-01,71,7,West Patch 1,886,Pass,False,False,None
1238,298,2020-08-28,Inspector 10,Needs Attention,Inspection notes for property 298,Gas Safety,1954-01-01,71,7,West Patch 1,1587,Pass,False,False,None
1239,299,2020-11-07,Inspector 7,Pass,Inspection notes for property 299,Water Hygiene,1951-01-01,74,5,South Patch 1,1516,Advisory,True,False,High
1240,299,2024-09-08,Inspector 1,Needs Attention,Inspection notes for property 299,Fire Safety,1951-01-01,74,5,South Patch 1,115,Pass,False,False,None
1241,299,2022-11-22,Inspector 3,Needs Attention,Inspection notes for property 299,General HHSRS,1951-01-01,74,5,South Patch 1,771,Advisory,True,False,High
1242,299,2023-06-27,Inspector 4,Pass,Inspection notes for property 299,General HHSRS,1951-01-01,74,5,South Patch 1,554,Advisory,True,False,High
1243,300,2023-04-30,Inspector 9,Fail,Inspection notes for property 300,General HHSRS,1978-01-01,47,8,West Patch 2,612,Advisory,True,False,High
1244,300,2024-07-03,Inspector 1,Pass,Inspection notes for property 300,General HHSRS,1978-01-01,47,8,West Patch 2,182,Pass,False,False,None
1245,300,2021-03-10,Inspector 5,Pass,Inspection notes for property 300,General HHSRS,1978-01-01,47,8,West Patch 2,1393,Pass,False,False,None
1246,300,2021-02-01,Inspector 7,Needs Attention,Inspection notes for property 300,Electrical,1978-01-01,47,8,West Patch 2,1430,Advisory,True,False,Medium
1247,300,2020-12-21,Inspector 1,Fail,Inspection notes for property 300,Fire Safety,1978-01-01,47,8,West Patch 2,1472,Pass,False,False,None
1248,300,2021-07-24,Inspector 9,Fail,Inspection notes for property 300,Fire Safety,1978-01-01,47,8,West Patch 2,1257,Pass,False,False,None
1249,301,2020-01-11,Inspector 2,Fail,Inspection notes for property 301,Water Hygiene,1951-01-01,74,1,North Patch 1,1817,Advisory,True,False,Medium
1250,301,2021-11-13,Inspector 1,Fail,Inspection notes for property 301,Electrical,1951-01-01,74,1,North Patch 1,1145,Advisory,True,False,Medium
1251,302,2020-07-24,Inspector 10,Needs Attention,Inspection notes for property 302,General HHSRS,1978-01-01,47,1,North Patch 1,1622,Pass,False,False,None
1252,302,2023-11-02,Inspector 5,Fail,Inspection notes for property 302,Gas Safety,1978-01-01,47,1,North Patch 1,426,Pass,False,False,None
1253,302,2021-01-27,Inspector 7,Needs Attention,Inspection notes for property 302,Fire Safety,1978-01-01,47,1,North Patch 1,1435,Pass,False,False,None
1254,303,2023-03-29,Inspector 9,Needs Attention,Inspection notes for property 303,Fire Safety,1996-01-01,29,3,East Patch 1,644,Advisory,True,False,Low
1255,303,2020-06-18,Inspector 6,Fail,Inspection notes for property 303,Electrical,1996-01-01,29,3,East Patch 1,1658,Fail,True,True,Low
1256,304,2021-01-02,Inspector 7,Fail,Inspection notes for property 304,Gas Safety,1954-01-01,71,6,South Patch 2,1460,Pass,False,False,None
1257,304,2024-07-24,Inspector 1,Fail,Inspection notes for property 304,Fire Safety,1954-01-01,71,6,South Patch 2,161,Pass,False,False,None
1258,304,2022-05-29,Inspector 4,Fail,Inspection notes for property 304,Gas Safety,1954-01-01,71,6,South Patch 2,948,Advisory,True,False,Medium
1259,305,2021-04-13,Inspector 9,Fail,Inspection notes for property 305,Fire Safety,1978-01-01,47,2,North Patch 2,1359,Pass,False,False,None
1260,305,2021-11-12,Inspector 9,Fail,Inspection notes for property 305,Electrical,1978-01-01,47,2,North Patch 2,1146,Pass,False,False,None
1261,305,2021-10-20,Inspector 8,Needs Attention,Inspection notes for property 305,Fire Safety,1978-01-01,47,2,North Patch 2,1169,Fail,True,True,Low
1262,305,2022-11-08,Inspector 8,Needs Attention,Inspection notes for property 305,General HHSRS,1978-01-01,47,2,North Patch 2,785,Pass,False,False,None
1263,306,2024-08-04,Inspector 9,Pass,Inspection notes for property 306,Gas Safety,1978-01-01,47,5,South Patch 1,150,Pass,False,False,None
1264,306,2021-02-02,Inspector 8,Pass,Inspection notes for property 306,Gas Safety,1978-01-01,47,5,South Patch 1,1429,Pass,False,False,None
1265,306,2022-03-14,Inspector 9,Pass,Inspection notes for property 306,Fire Safety,1978-01-01,47,5,South Patch 1,1024,Pass,False,False,None
1266,307,2022-11-07,Inspector 8,Pass,Inspection notes for property 307,Fire Safety,1978-01-01,47,4,East Patch 2,786,Advisory,True,False,Low
1267,307,2024-03-13,Inspector 9,Fail,Inspection notes for property 307,Gas Safety,1978-01-01,47,4,East Patch 2,294,Pass,False,False,None
1268,307,2021-09-14,Inspector 7,Pass,Inspection notes for property 307,Gas Safety,1978-01-01,47,4,East Patch 2,1205,Fail,True,False,High
1269,308,2021-11-15,Inspector 5,Pass,Inspection notes for property 308,Electrical,1978-01-01,47,2,North Patch 2,1143,Pass,False,False,None
1270,308,2024-03-21,Inspector 2,Fail,Inspection notes for property 308,Fire Safety,1978-01-01,47,2,North Patch 2,286,Pass,False,False,None
1271,308,2022-12-24,Inspector 5,Fail,Inspection notes for property 308,Electrical,1978-01-01,47,2,North Patch 2,739,Pass,False,False,None
1272,308,2024-02-12,Inspector 3,Pass,Inspection notes for property 308,General HHSRS,1978-01-01,47,2,North Patch 2,324,Pass,False,False,None
1273,309,2024-10-21,Inspector 5,Fail,Inspection notes for property 309,General HHSRS,1978-01-01,47,8,West Patch 2,72,Pass,False,False,None
1274,309,2024-01-20,Inspector 8,Pass,Inspection notes for property 309,Fire Safety,1978-01-01,47,8,West Patch 2,347,Pass,False,False,None
1275,309,2022-03-01,Inspector 6,Pass,Inspection notes for property 309,Gas Safety,1978-01-01,47,8,West Patch 2,1037,Pass,False,False,None
1276,309,2022-09-26,Inspector 8,Needs Attention,Inspection notes for property 309,Fire Safety,1978-01-01,47,8,West Patch 2,828,Pass,False,False,None
1277,309,2021-11-27,Inspector 8,Fail,Inspection notes for property 309,Fire Safety,1978-01-01,47,8,West Patch 2,1131,Advisory,True,False,High
1278,310,2020-05-26,Inspector 10,Pass,Inspection notes for property 310,Water Hygiene,1954-01-01,71,6,South Patch 2,1681,Pass,False,False,None
1279,310,2022-01-04,Inspector 8,Fail,Inspection notes for property 310,Fire Safety,1954-01-01,71,6,South Patch 2,1093,Advisory,True,False,Low
1280,310,2022-07-24,Inspector 3,Needs Attention,Inspection notes for property 310,Gas Safety,1954-01-01,71,6,South Patch 2,892,Pass,False,False,None
1281,310,2024-07-30,Inspector 10,Needs Attention,Inspection notes for property 310,Electrical,1954-01-01,71,6,South Patch 2,155,Pass,False,False,None
1282,310,2022-10-13,Inspector 7,Pass,Inspection notes for property 310,Electrical,1954-01-01,71,6,South Patch 2,811,Pass,False,False,None
1283,311,2022-01-17,Inspector 1,Needs Attention,Inspection notes for property 311,Electrical,1996-01-01,29,8,West Patch 2,1080,Pass,False,False,None
1284,311,2020-12-13,Inspector 5,Needs Attention,Inspection notes for property 311,Fire Safety,1996-01-01,29,8,West Patch 2,1480,Pass,False,False,None
1285,311,2020-03-22,Inspector 3,Needs Attention,Inspection notes for property 311,Gas Safety,1996-01-01,29,8,West Patch 2,1746,Advisory,True,False,Low
1286,311,2021-11-14,Inspector 5,Needs Attention,Inspection notes for property 311,Gas Safety,1996-01-01,29,8,West Patch 2,1144,Advisory,True,False,Medium
1287,312,2021-06-20,Inspector 9,Pass,Inspection notes for property 312,Fire Safety,1978-01-01,47,7,West Patch 1,1291,Pass,False,False,None
1288,312,2021-10-08,Inspector 9,Needs Attention,Inspection notes for property 312,Gas Safety,1978-01-01,47,7,West Patch 1,1181,Pass,False,False,None
1289,313,2022-02-25,Inspector 4,Fail,Inspection notes for property 313,Fire Safety,1951-01-01,74,4,East Patch 2,1041,Advisory,True,False,Low
1290,313,2024-12-21,Inspector 2,Needs Attention,Inspection notes for property 313,Fire Safety,1951-01-01,74,4,East Patch 2,11,Pass,False,False,None
1291,313,2024-01-26,Inspector 1,Fail,Inspection notes for property 313,Gas Safety,1951-01-01,74,4,East Patch 2,341,Advisory,True,False,High
1292,313,2023-09-14,Inspector 10,Fail,Inspection notes for property 313,Fire Safety,1951-01-01,74,4,East Patch 2,475,Advisory,True,False,Low
1293,313,2020-07-21,Inspector 9,Needs Attention,Inspection notes for property 313,Electrical,1951-01-01,74,4,East Patch 2,1625,Advisory,True,False,Medium
1294,313,2022-10-29,Inspector 10,Pass,Inspection notes for property 313,Electrical,1951-01-01,74,4,East Patch 2,795,Pass,False,False,None
1295,314,2023-04-03,Inspector 7,Pass,Inspection notes for property 314,General HHSRS,1978-01-01,47,7,West Patch 1,639,Pass,False,False,None
1296,314,2024-10-12,Inspector 9,Fail,Inspection notes for property 314,Fire Safety,1978-01-01,47,7,West Patch 1,81,Pass,False,False,None
1297,315,2024-07-26,Inspector 2,Pass,Inspection notes for property 315,Fire Safety,1954-01-01,71,3,East Patch 1,159,Pass,False,False,None
1298,315,2024-02-19,Inspector 5,Pass,Inspection notes for property 315,Fire Safety,1954-01-01,71,3,East Patch 1,317,Advisory,True,False,High
1299,315,2023-08-24,Inspector 2,Pass,Inspection notes for property 315,Electrical,1954-01-01,71,3,East Patch 1,496,Pass,False,False,None
1300,315,2022-10-17,Inspector 3,Pass,Inspection notes for property 315,Electrical,1954-01-01,71,3,East Patch 1,807,Pass,False,False,None
1301,316,2024-01-23,Inspector 1,Needs Attention,Inspection notes for property 316,Fire Safety,1996-01-01,29,8,West Patch 2,344,Advisory,True,False,High
1302,316,2023-05-29,Inspector 7,Pass,Inspection notes for property 316,Water Hygiene,1996-01-01,29,8,West Patch 2,583,Advisory,True,False,High
1303,316,2024-12-04,Inspector 7,Fail,Inspection notes for property 316,Fire Safety,1996-01-01,29,8,West Patch 2,28,Fail,True,True,High
1304,316,2022-12-21,Inspector 2,Pass,Inspection notes for property 316,Gas Safety,1996-01-01,29,8,West Patch 2,742,Advisory,True,False,Low
1305,317,2020-10-11,Inspector 10,Needs Attention,Inspection notes for property 317,Electrical,1996-01-01,29,3,East Patch 1,1543,Pass,False,False,None
1306,317,2022-04-25,Inspector 9,Needs Attention,Inspection notes for property 317,General HHSRS,1996-01-01,29,3,East Patch 1,982,Pass,False,False,None
1307,317,2024-07-06,Inspector 5,Pass,Inspection notes for property 317,Electrical,1996-01-01,29,3,East Patch 1,179,Advisory,True,False,Medium
1308,318,2021-12-23,Inspector 7,Pass,Inspection notes for property 318,General HHSRS,1978-01-01,47,1,North Patch 1,1105,Pass,False,False,None
1309,318,2024-11-30,Inspector 7,Needs Attention,Inspection notes for property 318,Gas Safety,1978-01-01,47,1,North Patch 1,32,Pass,False,False,None
1310,318,2024-12-21,Inspector 5,Needs Attention,Inspection notes for property 318,General HHSRS,1978-01-01,47,1,North Patch 1,11,Pass,False,False,None
1311,318,2021-04-17,Inspector 2,Pass,Inspection notes for property 318,Fire Safety,1978-01-01,47,1,North Patch 1,1355,Pass,False,False,None
1312,318,2021-04-06,Inspector 3,Fail,Inspection notes for property 318,General HHSRS,1978-01-01,47,1,North Patch 1,1366,Advisory,True,False,Low
1313,319,2022-07-30,Inspector 2,Needs Attention,Inspection notes for property 319,Gas Safety,1951-01-01,74,7,West Patch 1,886,Pass,False,False,None
1314,319,2023-09-12,Inspector 3,Fail,Inspection notes for property 319,General HHSRS,1951-01-01,74,7,West Patch 1,477,Pass,False,False,None
1315,319,2024-02-19,Inspector 4,Needs Attention,Inspection notes for property 319,Gas Safety,1951-01-01,74,7,West Patch 1,317,Pass,False,False,None
1316,319,2021-12-19,Inspector 8,Pass,Inspection notes for property 319,Electrical,1951-01-01,74,7,West Patch 1,1109,Pass,False,False,None
1317,319,2020-09-07,Inspector 8,Needs Attention,Inspection notes for property 319,Gas Safety,1951-01-01,74,7,West Patch 1,1577,Pass,False,False,None
1318,320,2025-01-27,Inspector 1,Fail,Inspection notes for property 320,Electrical,1996-01-01,29,6,South Patch 2,-26,Pass,False,False,None
1319,320,2021-09-22,Inspector 5,Needs Attention,Inspection notes for property 320,Fire Safety,1996-01-01,29,6,South Patch 2,1197,Fail,True,True,Low
1320,320,2023-09-02,Inspector 4,Needs Attention,Inspection notes for property 320,Fire Safety,1996-01-01,29,6,South Patch 2,487,Pass,False,False,None
1321,321,2024-10-27,Inspector 3,Needs Attention,Inspection notes for property 321,Fire Safety,1978-01-01,47,8,West Patch 2,66,Pass,False,False,None
1322,321,2021-02-12,Inspector 2,Fail,Inspection notes for property 321,Fire Safety,1978-01-01,47,8,West Patch 2,1419,Pass,False,False,None
1323,321,2022-11-11,Inspector 2,Pass,Inspection notes for property 321,General HHSRS,1978-01-01,47,8,West Patch 2,782,Pass,False,False,None
1324,321,2021-12-16,Inspector 5,Fail,Inspection notes for property 321,Fire Safety,1978-01-01,47,8,West Patch 2,1112,Pass,False,False,None
1325,322,2022-01-04,Inspector 6,Needs Attention,Inspection notes for property 322,Water Hygiene,1978-01-01,47,5,South Patch 1,1093,Advisory,True,False,High
